
VD= 0 to 5 in 0.01 step
VB= 5 to 7 in 0.5 step
NO. VD VB ID
359 3.58 5 -0.00062235
360 3.59 5 -0.00062127
361 3.6 5 -0.00062025
362 3.61 5 -0.00061915
363 3.62 5 -0.00061811
364 3.63 5 -0.00061703
365 3.64 5 -0.0006158
366 3.65 5 -0.00061464
367 3.66 5 -0.00061354
368 3.67 5 -0.00061238
369 3.68 5 -0.00061117
370 3.69 5 -0.00060985
371 3.7 5 -0.00060859
372 3.71 5 -0.0006073
373 3.72 5 -0.00060601
374 3.73 5 -0.00060473
375 3.74 5 -0.00060329
376 3.75 5 -0.0006019
377 3.76 5 -0.00060053
378 3.77 5 -0.00059909
379 3.78 5 -0.00059763
380 3.79 5 -0.00059601
381 3.8 5 -0.00059451
382 3.81 5 -0.00059299
383 3.82 5 -0.00059137
384 3.83 5 -0.00058973
385 3.84 5 -0.000588
386 3.85 5 -0.0005863
387 3.86 5 -0.00058454
388 3.87 5 -0.00058284
389 3.88 5 -0.00058104
390 3.89 5 -0.00057906
391 3.9 5 -0.00057715
392 3.91 5 -0.00057526
393 3.92 5 -0.00057332
394 3.93 5 -0.00057132
395 3.94 5 -0.00056911
396 3.95 5 -0.00056706
397 3.96 5 -0.00056493
398 3.97 5 -0.00056274
399 3.98 5 -0.00056057
400 3.99 5 -0.00055812
401 4 5 -0.00055579
402 4.01 5 -0.00055345
403 4.02 5 -0.00055107
404 4.03 5 -0.00054858
405 4.04 5 -0.00054587
406 4.05 5 -0.00054331
407 4.06 5 -0.00054071
408 4.07 5 -0.00053804
409 4.08 5 -0.0005353
410 4.09 5 -0.00053232
411 4.1 5 -0.0005295
412 4.11 5 -0.00052657
413 4.12 5 -0.00052367
414 4.13 5 -0.0005207
415 4.14 5 -0.00051739
416 4.15 5 -0.00051424
417 4.16 5 -0.00051109
418 4.17 5 -0.00050786
419 4.18 5 -0.00050451
420 4.19 5 -0.00050118
421 4.2 5 -0.0004975
422 4.21 5 -0.00049403
423 4.22 5 -0.00049049
424 4.23 5 -0.00048687
425 4.24 5 -0.0004832
426 4.25 5 -0.00047919
427 4.26 5 -0.00047537
428 4.27 5 -0.00047154
429 4.28 5 -0.00046757
430 4.29 5 -0.00046359
431 4.3 5 -0.00045923
432 4.31 5 -0.00045511
433 4.32 5 -0.00045091
434 4.33 5 -0.00044662
435 4.34 5 -0.00044236
436 4.35 5 -0.00043761
437 4.36 5 -0.00043312
438 4.37 5 -0.00042858
439 4.38 5 -0.00042402
440 4.39 5 -0.00041932
441 4.4 5 -0.00041423
442 4.41 5 -0.00040946
443 4.42 5 -0.00040456
444 4.43 5 -0.00039964
445 4.44 5 -0.00039464
446 4.45 5 -0.00038918
447 4.46 5 -0.00038402
448 4.47 5 -0.00037875
449 4.48 5 -0.00037349
450 4.49 5 -0.00036813
451 4.5 5 -0.00036228
452 4.51 5 -0.00035679
453 4.52 5 -0.00035126
454 4.53 5 -0.00034562
455 4.54 5 -0.00033992
456 4.55 5 -0.00033372
457 4.56 5 -0.0003279
458 4.57 5 -0.00032191
459 4.58 5 -0.00031592
460 4.59 5 -0.00030994
461 4.6 5 -0.00030331
462 4.61 5 -0.00029712
463 4.62 5 -0.00029089
464 4.63 5 -0.0002846
465 4.64 5 -0.00027813
466 4.65 5 -0.0002712
467 4.66 5 -0.00026465
468 4.67 5 -0.00025811
469 4.68 5 -0.00025145
470 4.69 5 -0.00024476
471 4.7 5 -0.00023745
472 4.71 5 -0.00023053
473 4.72 5 -0.0002236
474 4.73 5 -0.00021663
475 4.74 5 -0.00020956
476 4.75 5 -0.00020188
477 4.76 5 -0.0001946
478 4.77 5 -0.00018737
479 4.78 5 -0.00018002
480 4.79 5 -0.0001726
481 4.8 5 -0.00016517
482 4.81 5 -0.00015703
483 4.82 5 -0.00014943
484 4.83 5 -0.00014172
485 4.84 5 -0.00013406
486 4.85 5 -0.00012623
487 4.86 5 -0.00011768
488 4.87 5 -0.00010977
489 4.88 5 -0.00010181
490 4.89 5 -9.3737E-05
491 4.9 5 -8.5632E-05
492 4.91 5 -7.6764E-05
493 4.92 5 -6.8533E-05
494 4.93 5 -6.026E-05
495 4.94 5 -5.1881E-05
496 4.95 5 -4.3401E-05
497 4.96 5 -3.4215E-05
498 4.97 5 -2.5654E-05
499 4.98 5 -1.702E-05
500 4.99 5 -8.3397E-06
501 5 5 3.091E-07
502 0 5.5 -0.00067919
503 0.01 5.5 -0.00067891
504 0.02 5.5 -0.00067866
505 0.03 5.5 -0.00067838
506 0.04 5.5 -0.00067812
507 0.05 5.5 -0.00067784
508 0.06 5.5 -0.00067761
509 0.07 5.5 -0.00067737
510 0.08 5.5 -0.00067709
511 0.09 5.5 -0.00067682
512 0.1 5.5 -0.00067656
513 0.11 5.5 -0.00067632
514 0.12 5.5 -0.00067606
515 0.13 5.5 -0.00067578
516 0.14 5.5 -0.00067557
517 0.15 5.5 -0.00067526
518 0.16 5.5 -0.000675
519 0.17 5.5 -0.00067476
520 0.18 5.5 -0.00067449
521 0.19 5.5 -0.00067421
522 0.2 5.5 -0.00067398
523 0.21 5.5 -0.00067371
524 0.22 5.5 -0.00067345
525 0.23 5.5 -0.00067314
526 0.24 5.5 -0.00067295
527 0.25 5.5 -0.00067271
528 0.26 5.5 -0.00067241
529 0.27 5.5 -0.00067213
530 0.28 5.5 -0.0006719
531 0.29 5.5 -0.00067164
532 0.3 5.5 -0.00067136
533 0.31 5.5 -0.00067111
534 0.32 5.5 -0.00067088
535 0.33 5.5 -0.00067057
536 0.34 5.5 -0.00067029
537 0.35 5.5 -0.00067008
538 0.36 5.5 -0.00066985
539 0.37 5.5 -0.00066955
540 0.38 5.5 -0.00066928
541 0.39 5.5 -0.00066905
542 0.4 5.5 -0.00066878
543 0.41 5.5 -0.00066848
544 0.42 5.5 -0.00066826
545 0.43 5.5 -0.00066799
546 0.44 5.5 -0.00066771
547 0.45 5.5 -0.00066744
548 0.46 5.5 -0.00066721
549 0.47 5.5 -0.00066695
550 0.48 5.5 -0.00066664
551 0.49 5.5 -0.00066639
552 0.5 5.5 -0.00066618
553 0.51 5.5 -0.00066586
554 0.52 5.5 -0.00066561
555 0.53 5.5 -0.00066537
556 0.54 5.5 -0.0006651
557 0.55 5.5 -0.00066482
558 0.56 5.5 -0.00066457
559 0.57 5.5 -0.00066432
560 0.58 5.5 -0.00066404
561 0.59 5.5 -0.00066373
562 0.6 5.5 -0.00066352
563 0.61 5.5 -0.00066326
564 0.62 5.5 -0.000663
565 0.63 5.5 -0.00066274
566 0.64 5.5 -0.0006625
567 0.65 5.5 -0.0006622
568 0.66 5.5 -0.00066192
569 0.67 5.5 -0.00066166
570 0.68 5.5 -0.00066142
571 0.69 5.5 -0.0006611
572 0.7 5.5 -0.00066083
573 0.71 5.5 -0.00066059
574 0.72 5.5 -0.00066035
575 0.73 5.5 -0.00066005
576 0.74 5.5 -0.0006598
577 0.75 5.5 -0.00065954
578 0.76 5.5 -0.00065927
579 0.77 5.5 -0.00065898
580 0.78 5.5 -0.00065875
581 0.79 5.5 -0.00065848
582 0.8 5.5 -0.00065817
583 0.81 5.5 -0.00065796
584 0.82 5.5 -0.0006577
585 0.83 5.5 -0.00065742
586 0.84 5.5 -0.00065712
587 0.85 5.5 -0.00065688
588 0.86 5.5 -0.0006566
589 0.87 5.5 -0.00065632
590 0.88 5.5 -0.00065606
591 0.89 5.5 -0.00065578
592 0.9 5.5 -0.00065554
593 0.91 5.5 -0.00065521
594 0.92 5.5 -0.00065499
595 0.93 5.5 -0.00065472
596 0.94 5.5 -0.0006544
597 0.95 5.5 -0.00065416
598 0.96 5.5 -0.00065392
599 0.97 5.5 -0.00065362
600 0.98 5.5 -0.00065334
601 0.99 5.5 -0.00065311
602 1 5.5 -0.00065282
603 1.01 5.5 -0.00065253
604 1.02 5.5 -0.00065228
605 1.03 5.5 -0.00065199
606 1.04 5.5 -0.00065172
607 1.05 5.5 -0.00065143
608 1.06 5.5 -0.00065116
609 1.07 5.5 -0.00065092
610 1.08 5.5 -0.00065061
611 1.09 5.5 -0.00065031
612 1.1 5.5 -0.00065009
613 1.11 5.5 -0.00064982
614 1.12 5.5 -0.00064953
615 1.13 5.5 -0.00064926
616 1.14 5.5 -0.000649
617 1.15 5.5 -0.00064866
618 1.16 5.5 -0.0006484
619 1.17 5.5 -0.00064816
620 1.18 5.5 -0.00064789
621 1.19 5.5 -0.0006476
622 1.2 5.5 -0.0006473
623 1.21 5.5 -0.00064703
624 1.22 5.5 -0.00064674
625 1.23 5.5 -0.00064648
626 1.24 5.5 -0.00064619
627 1.25 5.5 -0.00064595
628 1.26 5.5 -0.00064562
629 1.27 5.5 -0.00064535
630 1.28 5.5 -0.0006451
631 1.29 5.5 -0.00064482
632 1.3 5.5 -0.00064448
633 1.31 5.5 -0.00064425
634 1.32 5.5 -0.00064398
635 1.33 5.5 -0.00064368
636 1.34 5.5 -0.00064335
637 1.35 5.5 -0.00064309
638 1.36 5.5 -0.00064282
639 1.37 5.5 -0.0006425
640 1.38 5.5 -0.00064223
641 1.39 5.5 -0.000642
642 1.4 5.5 -0.00064166
643 1.41 5.5 -0.0006414
644 1.42 5.5 -0.00064114
645 1.43 5.5 -0.00064085
646 1.44 5.5 -0.00064056
647 1.45 5.5 -0.00064023
648 1.46 5.5 -0.00063998
649 1.47 5.5 -0.00063968
650 1.48 5.5 -0.0006394
651 1.49 5.5 -0.00063911
652 1.5 5.5 -0.00063881
653 1.51 5.5 -0.00063851
654 1.52 5.5 -0.00063824
655 1.53 5.5 -0.00063794
656 1.54 5.5 -0.00063767
657 1.55 5.5 -0.00063735
658 1.56 5.5 -0.0006371
659 1.57 5.5 -0.0006368
660 1.58 5.5 -0.00063653
661 1.59 5.5 -0.00063618
662 1.6 5.5 -0.00063591
663 1.61 5.5 -0.00063562
664 1.62 5.5 -0.00063529
665 1.63 5.5 -0.00063504
666 1.64 5.5 -0.00063478
667 1.65 5.5 -0.00063443
668 1.66 5.5 -0.00063412
669 1.67 5.5 -0.00063384
670 1.68 5.5 -0.00063355
671 1.69 5.5 -0.00063323
672 1.7 5.5 -0.00063295
673 1.71 5.5 -0.00063267
674 1.72 5.5 -0.00063235
675 1.73 5.5 -0.00063203
676 1.74 5.5 -0.00063179
677 1.75 5.5 -0.00063146
678 1.76 5.5 -0.00063112
679 1.77 5.5 -0.00063084
680 1.78 5.5 -0.00063057
681 1.79 5.5 -0.00063025
682 1.8 5.5 -0.00062996
683 1.81 5.5 -0.00062966
684 1.82 5.5 -0.00062936
685 1.83 5.5 -0.00062902
686 1.84 5.5 -0.00062872
687 1.85 5.5 -0.00062844
688 1.86 5.5 -0.00062813
689 1.87 5.5 -0.00062779
690 1.88 5.5 -0.0006275
691 1.89 5.5 -0.00062725
692 1.9 5.5 -0.00062689
693 1.91 5.5 -0.00062659
694 1.92 5.5 -0.00062631
695 1.93 5.5 -0.00062599
696 1.94 5.5 -0.0006257
697 1.95 5.5 -0.0006254
698 1.96 5.5 -0.00062504
699 1.97 5.5 -0.00062474
700 1.98 5.5 -0.00062441
701 1.99 5.5 -0.00062411
702 2 5.5 -0.00062384
703 2.01 5.5 -0.00062347
704 2.02 5.5 -0.00062318
705 2.03 5.5 -0.00062289
706 2.04 5.5 -0.00062256
707 2.05 5.5 -0.00062222
708 2.06 5.5 -0.00062189
709 2.07 5.5 -0.00062157
710 2.08 5.5 -0.00062126
711 2.09 5.5 -0.00062096
712 2.1 5.5 -0.00062067
713 2.11 5.5 -0.0006203
714 2.12 5.5 -0.00061997
715 2.13 5.5 -0.00061966
716 2.14 5.5 -0.00061935
717 2.15 5.5 -0.00061901
718 2.16 5.5 -0.00061867
719 2.17 5.5 -0.00061836
720 2.18 5.5 -0.00061803
721 2.19 5.5 -0.00061771
722 2.2 5.5 -0.0006174
723 2.21 5.5 -0.00061703
724 2.22 5.5 -0.00061671
725 2.23 5.5 -0.00061638
726 2.24 5.5 -0.00061607
727 2.25 5.5 -0.00061574
728 2.26 5.5 -0.00061536
729 2.27 5.5 -0.00061507
730 2.28 5.5 -0.00061473
731 2.29 5.5 -0.00061438
732 2.3 5.5 -0.00061406
733 2.31 5.5 -0.00061371
734 2.32 5.5 -0.00061333
735 2.33 5.5 -0.00061298
736 2.34 5.5 -0.00061273
737 2.35 5.5 -0.00061236
738 2.36 5.5 -0.00061198
739 2.37 5.5 -0.00061164
740 2.38 5.5 -0.00061131
741 2.39 5.5 -0.00061097
742 2.4 5.5 -0.00061058
743 2.41 5.5 -0.00061031
744 2.42 5.5 -0.00060994
745 2.43 5.5 -0.00060956
746 2.44 5.5 -0.0006092
747 2.45 5.5 -0.00060884
748 2.46 5.5 -0.00060853
749 2.47 5.5 -0.0006081
750 2.48 5.5 -0.00060779
751 2.49 5.5 -0.00060745
752 2.5 5.5 -0.00060706
753 2.51 5.5 -0.00060671
754 2.52 5.5 -0.00060633
755 2.53 5.5 -0.00060599
756 2.54 5.5 -0.00060561
757 2.55 5.5 -0.00060526
758 2.56 5.5 -0.00060491
759 2.57 5.5 -0.00060449
760 2.58 5.5 -0.00060411
761 2.59 5.5 -0.00060376
762 2.6 5.5 -0.0006034
763 2.61 5.5 -0.00060304
764 2.62 5.5 -0.00060263
765 2.63 5.5 -0.00060225
766 2.64 5.5 -0.00060189
767 2.65 5.5 -0.0006015
768 2.66 5.5 -0.00060114
769 2.67 5.5 -0.00060071
770 2.68 5.5 -0.00060036
771 2.69 5.5 -0.00059995
772 2.7 5.5 -0.00059958
773 2.71 5.5 -0.00059917
774 2.72 5.5 -0.00059873
775 2.73 5.5 -0.00059839
776 2.74 5.5 -0.000598
777 2.75 5.5 -0.00059759
778 2.76 5.5 -0.00059716
779 2.77 5.5 -0.00059677
780 2.78 5.5 -0.00059637
781 2.79 5.5 -0.00059595
782 2.8 5.5 -0.00059556
783 2.81 5.5 -0.00059517
784 2.82 5.5 -0.00059469
785 2.83 5.5 -0.00059428
786 2.84 5.5 -0.00059387
787 2.85 5.5 -0.00059348
788 2.86 5.5 -0.00059303
789 2.87 5.5 -0.0005926
790 2.88 5.5 -0.00059221
791 2.89 5.5 -0.00059176
792 2.9 5.5 -0.00059133
793 2.91 5.5 -0.00059092
794 2.92 5.5 -0.00059042
795 2.93 5.5 -0.00058998
796 2.94 5.5 -0.00058956
797 2.95 5.5 -0.00058913
798 2.96 5.5 -0.00058868
799 2.97 5.5 -0.00058823
800 2.98 5.5 -0.00058775
801 2.99 5.5 -0.00058732
802 3 5.5 -0.00058684
803 3.01 5.5 -0.00058638
804 3.02 5.5 -0.00058592
805 3.03 5.5 -0.00058544
806 3.04 5.5 -0.00058496
807 3.05 5.5 -0.00058453
808 3.06 5.5 -0.00058406
809 3.07 5.5 -0.00058353
810 3.08 5.5 -0.00058304
811 3.09 5.5 -0.00058255
812 3.1 5.5 -0.00058209
813 3.11 5.5 -0.00058153
814 3.12 5.5 -0.00058108
815 3.13 5.5 -0.00058056
816 3.14 5.5 -0.00058003
817 3.15 5.5 -0.00057951
818 3.16 5.5 -0.00057902
819 3.17 5.5 -0.00057853
820 3.18 5.5 -0.00057795
821 3.19 5.5 -0.00057745
822 3.2 5.5 -0.00057692
823 3.21 5.5 -0.00057637
824 3.22 5.5 -0.00057579
825 3.23 5.5 -0.00057525
826 3.24 5.5 -0.00057473
827 3.25 5.5 -0.00057414
828 3.26 5.5 -0.00057361
829 3.27 5.5 -0.00057306
830 3.28 5.5 -0.00057244
831 3.29 5.5 -0.00057184
832 3.3 5.5 -0.00057127
833 3.31 5.5 -0.00057067
834 3.32 5.5 -0.00057006
835 3.33 5.5 -0.00056945
836 3.34 5.5 -0.00056883
837 3.35 5.5 -0.0005682
838 3.36 5.5 -0.00056758
839 3.37 5.5 -0.00056698
840 3.38 5.5 -0.00056631
841 3.39 5.5 -0.00056564
842 3.4 5.5 -0.000565
843 3.41 5.5 -0.00056436
844 3.42 5.5 -0.00056369
845 3.43 5.5 -0.00056295
846 3.44 5.5 -0.0005623
847 3.45 5.5 -0.00056161
848 3.46 5.5 -0.00056088
849 3.47 5.5 -0.00056018
850 3.48 5.5 -0.00055943
851 3.49 5.5 -0.00055869
852 3.5 5.5 -0.00055792
853 3.51 5.5 -0.00055721
854 3.52 5.5 -0.00055644
855 3.53 5.5 -0.0005556
856 3.54 5.5 -0.00055479
857 3.55 5.5 -0.00055401
858 3.56 5.5 -0.00055321
859 3.57 5.5 -0.00055239
860 3.58 5.5 -0.00055155
861 3.59 5.5 -0.00055068
862 3.6 5.5 -0.00054977
863 3.61 5.5 -0.0005489
864 3.62 5.5 -0.00054801
865 3.63 5.5 -0.00054716
866 3.64 5.5 -0.00054613
867 3.65 5.5 -0.00054519
868 3.66 5.5 -0.00054425
869 3.67 5.5 -0.00054325
870 3.68 5.5 -0.00054228
871 3.69 5.5 -0.00054118
872 3.7 5.5 -0.00054019
873 3.71 5.5 -0.0005391
874 3.72 5.5 -0.00053804
875 3.73 5.5 -0.00053702
876 3.74 5.5 -0.0005358
877 3.75 5.5 -0.00053467
